unfiltered_contours, biggest_contour, filtered_contours, sorted_contours, num_rects, num_contours, num_targets, cx_list, cy_list, index, coords, difference

"[116.5, 2469.0, 32.0, 31.5, 26.5, 175.0, 26.5, 139.0, 34.5, 34.5, 494.0, 58.0, 81.5, 5039.0, 170.5, 1523.5, 34.0, 315.5, 540.5, 474.5, 192.0, 798.5, 47.0]",1523.5,[1523.5],[1523.5],0,1,0,[],[],0,"(-1, -1)",321
"[111.5, 2363.5, 30.0, 136.0, 183.0, 34.0, 37.5, 36.5, 491.0, 43.5, 4499.0, 95.0, 361.5, 314.0, 1530.0, 32.0, 491.5, 54.5, 509.0, 794.0, 148.5, 69.5, 44.0]",1530.0,[1530.0],[1530.0],0,1,0,[],[],0,"(-1, -1)",321
"[197.0, 2363.5, 40.0, 56.5, 62.0, 327.0, 50.5, 92.0, 44.5, 51.5, 25.5, 214.5, 169.5, 10997.5, 170.0, 30.0, 44.0, 31.0, 326.0]",327.0,"[197.0, 327.0, 214.5, 326.0]","[327.0, 326.0, 214.5, 197.0]",4,4,0,[],[],3,"(-1, -1)",321
"[199.5, 2354.0, 40.5, 56.5, 65.0, 311.0, 50.5, 92.0, 51.0, 52.0, 25.5, 210.5, 167.5, 10926.0, 170.0, 30.0, 47.5, 38.5, 248.5]",311.0,"[199.5, 311.0, 210.5, 248.5]","[311.0, 248.5, 210.5, 199.5]",4,4,0,[],[],3,"(-1, -1)",321
"[2248.0, 28.0, 26.5, 41.5, 35.0, 38.0, 50.5, 80.5, 26.0, 317.5, 1026.5, 36.0, 61.0, 322.5, 3381.0, 29.5, 61.0, 96.5, 939.5, 494.0, 27.0, 30.0, 247.5]",1026.5,"[1026.5, 939.5]","[939.5, 1026.5]",2,2,0,[],[],1,"(-1, -1)",321
[641.5],641.5,[641.5],[641.5],0,1,0,[],[],0,"(-1, -1)",321
[643.0],643.0,[643.0],[643.0],0,1,0,[],[],0,"(-1, -1)",321
"[31.0, 649.5]",649.5,[649.5],[649.5],0,1,0,[],[],0,"(-1, -1)",321
"[126.0, 30.5, 648.0]",648.0,[648.0],[648.0],0,1,0,[],[],0,"(-1, -1)",321
"[188.0, 651.5]",651.5,[651.5],[651.5],0,1,0,[],[],0,"(-1, -1)",321
"[231.0, 645.0]",645.0,[645.0],[645.0],0,1,0,[],[],0,"(-1, -1)",321
"[298.0, 638.0]",638.0,[638.0],[638.0],0,1,0,[],[],0,"(-1, -1)",321
"[311.0, 640.0, 209.5]",640.0,[640.0],[640.0],0,1,0,[],[],0,"(-1, -1)",321
"[245.5, 640.0, 1362.0]",1362.0,[1362.0],[1362.0],0,1,0,[],[],0,"(-1, -1)",321
"[71.5, 640.0, 3179.5]",640.0,[640.0],[640.0],0,1,0,[],[],0,"(-1, -1)",321
"[88.5, 624.5, 5493.0]",624.5,[624.5],[624.5],0,1,0,[],[],0,"(-1, -1)",321
"[496.0, 241.0, 8028.0]",496.0,[496.0],[496.0],0,1,0,[],[],0,"(-1, -1)",321
"[3109.0, 10125.0]",4.0,[],[],0,0,0,[],[],0,"(-1, -1)",321
"[203.0, 4240.5, 27.0, 12922.5]",203.0,[203.0],[203.0],0,1,0,[],[],0,"(-1, -1)",321
"[128.5, 90.0, 4674.0, 30.0, 14530.5]",128.5,"[128.5, 90.0]","[128.5, 90.0]",2,2,1,[275],[229],0,"(275, 229)",45
"[182.5, 4689.5, 30.0, 51.5, 15253.0]",182.5,[182.5],[182.5],0,1,0,[],[],0,"(-1, -1)",321
"[191.5, 4972.0, 30.0, 40.5, 15884.5]",191.5,[191.5],[191.5],0,1,0,[],[],0,"(-1, -1)",321
"[26.0, 192.0, 5106.5, 30.0, 40.5, 16311.5]",192.0,[192.0],[192.0],0,1,0,[],[],0,"(-1, -1)",321
"[171.0, 26.5, 5164.5, 30.0, 40.5, 17090.5]",171.0,[171.0],[171.0],0,1,0,[],[],0,"(-1, -1)",321
"[202.0, 63.0, 5044.0, 17851.0]",202.0,[202.0],[202.0],0,1,0,[],[],0,"(-1, -1)",321
"[270.5, 191.5, 5384.0, 18778.0]",270.5,"[270.5, 191.5]","[270.5, 191.5]",2,2,1,[274],[224],0,"(274, 224)",46
"[334.5, 463.0, 6229.0, 19331.5]",463.0,"[334.5, 463.0]","[334.5, 463.0]",2,2,1,[273],[219],0,"(273, 219)",47
"[416.0, 581.5, 6710.0, 19151.0]",581.5,"[416.0, 581.5]","[416.0, 581.5]",2,2,1,[273],[217],0,"(273, 217)",47
"[465.5, 580.0, 7470.5, 18952.0]",580.0,"[465.5, 580.0]","[465.5, 580.0]",2,2,1,[273],[215],0,"(273, 215)",47
"[473.5, 630.5, 8033.5, 18257.5]",630.5,"[473.5, 630.5]","[473.5, 630.5]",2,2,1,[273],[216],0,"(273, 216)",47
"[517.5, 625.0, 8357.5, 17405.0]",625.0,"[517.5, 625.0]","[517.5, 625.0]",2,2,1,[273],[215],0,"(273, 215)",47
"[540.0, 623.0, 8396.0, 15813.0]",623.0,"[540.0, 623.0]","[540.0, 623.0]",2,2,1,[273],[214],0,"(273, 214)",47
"[584.0, 623.0, 8398.0, 14026.5]",623.0,"[584.0, 623.0]","[584.0, 623.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21196.0, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21196.0, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21226.5, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21233.0, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21233.5, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21233.5, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21233.5, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[592.5, 620.0, 21233.5, 80.5]",620.0,"[592.5, 620.0]","[592.5, 620.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[600.5, 638.5, 21557.0, 28.5]",638.5,"[600.5, 638.5]","[600.5, 638.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[600.5, 634.5, 21561.0, 28.5]",634.5,"[600.5, 634.5]","[600.5, 634.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[600.5, 634.5, 21561.0, 28.5]",634.5,"[600.5, 634.5]","[600.5, 634.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[600.5, 640.5, 21561.0, 28.5]",640.5,"[600.5, 640.5]","[600.5, 640.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[602.5, 638.0, 21567.5, 28.5]",638.0,"[602.5, 638.0]","[602.5, 638.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[605.0, 637.5, 21569.0, 28.5]",637.5,"[605.0, 637.5]","[605.0, 637.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[607.0, 642.5, 21592.5, 28.5]",642.5,"[607.0, 642.5]","[607.0, 642.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[607.0, 643.5, 21593.5, 28.5]",643.5,"[607.0, 643.5]","[607.0, 643.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 650.0, 21601.0, 28.5]",650.0,"[604.5, 650.0]","[604.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 647.0, 21594.0, 28.5]",647.0,"[604.5, 647.0]","[604.5, 647.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.0, 648.0, 21587.5, 28.5]",648.0,"[604.0, 648.0]","[604.0, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.0, 648.0, 21581.5, 28.5]",648.0,"[604.0, 648.0]","[604.0, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 645.0, 21529.0]",645.0,"[604.5, 645.0]","[604.5, 645.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 645.5, 21532.0]",645.5,"[604.5, 645.5]","[604.5, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 645.5, 21532.0]",645.5,"[604.5, 645.5]","[604.5, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 645.5, 21532.0]",645.5,"[604.5, 645.5]","[604.5, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 646.5, 21532.0]",646.5,"[604.5, 646.5]","[604.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[604.5, 648.0, 21532.0]",648.0,"[604.5, 648.0]","[604.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[605.5, 646.5, 21534.0]",646.5,"[605.5, 646.5]","[605.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[605.5, 646.5, 21534.0]",646.5,"[605.5, 646.5]","[605.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[603.5, 647.0, 21534.0]",647.0,"[603.5, 647.0]","[603.5, 647.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[603.5, 647.0, 21527.5]",647.0,"[603.5, 647.0]","[603.5, 647.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[603.5, 647.0, 21527.5]",647.0,"[603.5, 647.0]","[603.5, 647.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[603.5, 647.0, 21527.5]",647.0,"[603.5, 647.0]","[603.5, 647.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[600.5, 646.5, 21603.5]",646.5,"[600.5, 646.5]","[600.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21615.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[594.0, 645.5, 21613.0]",645.5,"[594.0, 645.5]","[594.0, 645.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[596.0, 645.0, 21613.0]",645.0,"[596.0, 645.0]","[596.0, 645.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[596.0, 645.0, 21613.0]",645.0,"[596.0, 645.0]","[596.0, 645.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[596.0, 645.0, 21613.0]",645.0,"[596.0, 645.0]","[596.0, 645.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 648.0, 21548.0]",648.0,"[597.5, 648.0]","[597.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21558.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21559.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21559.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21559.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21559.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[598.0, 647.5, 21559.0]",647.5,"[598.0, 647.5]","[598.0, 647.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 644.5, 21559.0]",644.5,"[597.5, 644.5]","[597.5, 644.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 644.5, 21556.0]",644.5,"[597.5, 644.5]","[597.5, 644.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 644.5, 21556.0]",644.5,"[597.5, 644.5]","[597.5, 644.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 644.5, 21556.0]",644.5,"[597.5, 644.5]","[597.5, 644.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[597.5, 644.5, 21556.0]",644.5,"[597.5, 644.5]","[597.5, 644.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8388.0, 13190.5]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8388.0, 13190.5]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[609.5, 652.5, 8389.5, 13188.0]",652.5,"[609.5, 652.5]","[609.5, 652.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8388.0, 13190.5]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[602.5, 646.5, 8390.0, 42.5, 13212.0]",646.5,"[602.5, 646.5]","[602.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[602.5, 646.5, 8390.0, 42.5, 13202.5]",646.5,"[602.5, 646.5]","[602.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
